STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,Labels,AGE
0,M,Y,N,1.0,202500.0,Working,Incomplete higher,Married,House / apartment,-11745.0,-231.0,1,0.0,0.0,4.0,0,32.17808219
X,M,Y,N,1.0,202500.0,Working,Incomplete higher,Married,House / apartment,-11745.0,-231.0,1,0.0,0.0,4.0,0,32.17808219
C,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272.0,3860.5,1,0.0,0.0,1.0,1,63.75890411
0,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272.0,3860.5,1,0.0,0.0,1.0,1,63.75890411
X,F,N,N,0.0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23272.0,3860.5,1,0.0,0.0,1.0,1,63.75890411
X,M,N,N,1.0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940.0,-2483.0,1,0.0,0.0,8.0,0,29.97260274
C,M,N,N,1.0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940.0,-2483.0,1,0.0,0.0,8.0,0,29.97260274
0,M,N,N,1.0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-10940.0,-2483.0,1,0.0,0.0,8.0,0,29.97260274
C,F,N,N,0.0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000.0,1,0.0,0.0,11.0,0,47.22465753
0,F,N,N,0.0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000.0,1,0.0,0.0,11.0,0,47.22465753
X,F,N,N,0.0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000.0,1,0.0,0.0,11.0,0,47.22465753
C,F,Y,N,0.0,225000.0,Working,Higher education,Single / not married,House / apartment,-20200.0,-1022.0,1,0.0,0.0,0.0,0,55.34246575
0,F,Y,N,0.0,225000.0,Working,Higher education,Single / not married,House / apartment,-20200.0,-1022.0,1,0.0,0.0,0.0,0,55.34246575
X,F,Y,N,0.0,225000.0,Working,Higher education,Single / not married,House / apartment,-20200.0,-1022.0,1,0.0,0.0,0.0,0,55.34246575
C,F,N,N,0.0,103500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23439.0,3860.5,1,0.0,0.0,1.0,1,64.21643836
0,F,N,N,0.0,103500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23439.0,3860.5,1,0.0,0.0,1.0,1,64.21643836
C,M,Y,N,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11288.0,-1904.0,1,0.0,0.0,4.0,0,30.9260274
X,M,Y,N,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11288.0,-1904.0,1,0.0,0.0,4.0,0,30.9260274
0,M,Y,N,1.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11288.0,-1904.0,1,0.0,0.0,4.0,0,30.9260274
C,M,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14876.0,-2087.0,1,0.0,0.0,12.0,0,40.75616438
0,M,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14876.0,-2087.0,1,0.0,0.0,12.0,0,40.75616438
X,M,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14876.0,-2087.0,1,0.0,0.0,12.0,0,40.75616438
C,F,N,N,1.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12071.0,-930.0,1,0.0,0.0,8.0,0,33.07123288
0,F,N,N,1.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12071.0,-930.0,1,0.0,0.0,8.0,0,33.07123288
X,F,N,N,1.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12071.0,-930.0,1,0.0,0.0,8.0,0,33.07123288
C,M,N,N,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9154.0,-1051.0,1,0.0,0.0,8.0,0,25.07945205
0,M,N,N,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9154.0,-1051.0,1,0.0,0.0,8.0,0,25.07945205
X,M,N,N,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9154.0,-1051.0,1,0.0,0.0,8.0,0,25.07945205
C,F,N,N,0.0,315000.0,Working,Higher education,Separated,House / apartment,-13708.0,-1934.0,1,0.0,0.0,12.0,2,37.55616438
0,F,N,N,0.0,315000.0,Working,Higher education,Separated,House / apartment,-13708.0,-1934.0,1,0.0,0.0,12.0,2,37.55616438
X,F,N,N,0.0,315000.0,Working,Higher education,Separated,House / apartment,-13708.0,-1934.0,1,0.0,0.0,12.0,2,37.55616438
C,M,Y,N,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9973.0,-1174.0,1,0.0,0.0,3.0,0,27.32328767
0,M,Y,N,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9973.0,-1174.0,1,0.0,0.0,3.0,0,27.32328767
X,M,Y,N,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9973.0,-1174.0,1,0.0,0.0,3.0,0,27.32328767
C,M,Y,N,2.0,292500.0,Commercial associate,Higher education,Married,House / apartment,-12892.0,-1722.0,1,0.0,0.0,10.0,2,35.32054795
0,M,Y,N,2.0,292500.0,Commercial associate,Higher education,Married,House / apartment,-12892.0,-1722.0,1,0.0,0.0,10.0,2,35.32054795
X,M,Y,N,2.0,292500.0,Commercial associate,Higher education,Married,House / apartment,-12892.0,-1722.0,1,0.0,0.0,10.0,2,35.32054795
C,M,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18629.0,3860.5,1,0.0,0.0,1.0,1,51.03835616
0,M,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18629.0,3860.5,1,0.0,0.0,1.0,1,51.03835616
X,M,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18629.0,3860.5,1,0.0,0.0,1.0,1,51.03835616
1,M,N,N,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18629.0,3860.5,1,0.0,0.0,1.0,1,51.03835616
C,F,N,N,0.0,180000.0,Working,Higher education,Married,House / apartment,-17819.0,-2452.0,1,0.0,0.0,10.0,0,48.81917808
0,F,N,N,0.0,180000.0,Working,Higher education,Married,House / apartment,-17819.0,-2452.0,1,0.0,0.0,10.0,0,48.81917808
X,F,N,N,0.0,180000.0,Working,Higher education,Married,House / apartment,-17819.0,-2452.0,1,0.0,0.0,10.0,0,48.81917808
X,F,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15499.0,-869.0,1,0.0,0.0,12.0,0,42.4630137
X,F,N,N,1.0,157500.0,Working,Higher education,Married,House / apartment,-13549.0,-2877.0,1,0.0,0.0,0.0,0,37.12054795
0,F,N,N,1.0,157500.0,Working,Higher education,Married,House / apartment,-13549.0,-2877.0,1,0.0,0.0,0.0,0,37.12054795
C,F,N,N,1.0,157500.0,Working,Higher education,Married,House / apartment,-13549.0,-2877.0,1,0.0,0.0,0.0,0,37.12054795
C,M,Y,N,0.0,360000.0,Working,Higher education,Civil marriage,House / apartment,-11841.0,-3092.0,1,0.0,0.0,10.0,2,32.44109589
0,M,Y,N,0.0,360000.0,Working,Higher education,Civil marriage,House / apartment,-11841.0,-3092.0,1,0.0,0.0,10.0,2,32.44109589
1,M,Y,N,0.0,360000.0,Working,Higher education,Civil marriage,House / apartment,-11841.0,-3092.0,1,0.0,0.0,10.0,2,32.44109589
X,M,Y,N,0.0,360000.0,Working,Higher education,Civil marriage,House / apartment,-11841.0,-3092.0,1,0.0,0.0,10.0,2,32.44109589
C,M,N,N,1.0,135000.0,Working,Secondary / secondary special,Married,With parents,-9280.0,-1934.0,1,0.0,0.0,8.0,0,25.42465753
0,M,N,N,1.0,135000.0,Working,Secondary / secondary special,Married,With parents,-9280.0,-1934.0,1,0.0,0.0,8.0,0,25.42465753
C,M,Y,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11008.0,-108.0,1,0.0,0.0,4.0,0,30.15890411
0,M,Y,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11008.0,-108.0,1,0.0,0.0,4.0,0,30.15890411
2,M,Y,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11008.0,-108.0,1,0.0,0.0,4.0,0,30.15890411
1,M,Y,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11008.0,-108.0,1,0.0,0.0,4.0,0,30.15890411
X,M,Y,N,2.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11008.0,-108.0,1,0.0,0.0,4.0,0,30.15890411
1,F,N,N,0.0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19581.0,-1781.0,1,0.0,0.0,12.0,0,53.64657534
0,F,N,N,0.0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19581.0,-1781.0,1,0.0,0.0,12.0,0,53.64657534
X,F,N,N,0.0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19581.0,-1781.0,1,0.0,0.0,12.0,0,53.64657534
C,M,Y,N,1.0,225000.0,Commercial associate,Higher education,Married,With parents,-12537.0,-3760.0,1,0.0,0.0,6.0,0,34.34794521
1,M,Y,N,1.0,225000.0,Commercial associate,Higher education,Married,With parents,-12537.0,-3760.0,1,0.0,0.0,6.0,0,34.34794521
0,M,Y,N,1.0,225000.0,Commercial associate,Higher education,Married,With parents,-12537.0,-3760.0,1,0.0,0.0,6.0,0,34.34794521
2,M,Y,N,1.0,225000.0,Commercial associate,Higher education,Married,With parents,-12537.0,-3760.0,1,0.0,0.0,6.0,0,34.34794521
X,M,Y,N,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21823.0,-5099.0,1,0.0,0.0,8.0,0,59.7890411
0,M,Y,N,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21823.0,-5099.0,1,0.0,0.0,8.0,0,59.7890411
C,M,Y,N,0.0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21823.0,-5099.0,1,0.0,0.0,8.0,0,59.7890411
0,M,N,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10089.0,-2757.0,1,0.0,0.0,8.0,0,27.64109589
1,M,N,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10089.0,-2757.0,1,0.0,0.0,8.0,0,27.64109589
X,M,N,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10089.0,-2757.0,1,0.0,0.0,8.0,0,27.64109589
C,M,N,N,1.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10089.0,-2757.0,1,0.0,0.0,8.0,0,27.64109589
C,F,Y,N,1.0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11154.0,-231.0,1,0.0,0.0,14.0,0,30.55890411
0,F,Y,N,1.0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11154.0,-231.0,1,0.0,0.0,14.0,0,30.55890411
X,F,Y,N,1.0,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11154.0,-231.0,1,0.0,0.0,14.0,0,30.55890411
0,F,N,N,2.5,202500.0,Working,Lower secondary,Married,House / apartment,-12925.0,-2118.0,1,0.0,0.0,6.0,0,35.4109589
X,F,Y,N,0.0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-20750.0,-443.0,1,0.0,0.0,0.0,0,56.84931507
C,M,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854.0,-3518.0,1,0.0,0.0,4.0,0,40.69589041
0,M,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854.0,-3518.0,1,0.0,0.0,4.0,0,40.69589041
X,M,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854.0,-3518.0,1,0.0,0.0,4.0,0,40.69589041
1,M,N,N,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854.0,-3518.0,1,0.0,0.0,4.0,0,40.69589041
X,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,-3153.0,1,0.0,0.0,2.0,0,51.72876712
0,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,-3153.0,1,0.0,0.0,2.0,0,51.72876712
C,F,N,N,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,-3153.0,1,0.0,0.0,2.0,0,51.72876712
C,F,N,N,0.0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20330.0,-7583.5,1,0.0,0.0,8.0,0,55.69863014
X,F,N,N,0.0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20330.0,-7583.5,1,0.0,0.0,8.0,0,55.69863014
0,F,N,N,0.0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20330.0,-7583.5,1,0.0,0.0,8.0,0,55.69863014
C,M,Y,Y,0.0,180000.0,State servant,Higher education,Married,House / apartment,-10091.0,-643.0,1,0.0,0.0,6.0,0,27.64657534
0,M,Y,Y,0.0,180000.0,State servant,Higher education,Married,House / apartment,-10091.0,-643.0,1,0.0,0.0,6.0,0,27.64657534
X,M,Y,Y,0.0,180000.0,State servant,Higher education,Married,House / apartment,-10091.0,-643.0,1,0.0,0.0,6.0,0,27.64657534
2,M,Y,Y,0.0,180000.0,State servant,Higher education,Married,House / apartment,-10091.0,-643.0,1,0.0,0.0,6.0,0,27.64657534
1,M,Y,Y,0.0,180000.0,State servant,Higher education,Married,House / apartment,-10091.0,-643.0,1,0.0,0.0,6.0,0,27.64657534
C,F,N,Y,0.0,121500.0,Pensioner,Higher education,Widow,House / apartment,-24231.0,3860.5,1,0.0,0.0,1.0,1,66.38630137
0,F,N,Y,0.0,121500.0,Pensioner,Higher education,Widow,House / apartment,-24231.0,3860.5,1,0.0,0.0,1.0,1,66.38630137
X,F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22861.0,3860.5,1,0.0,0.0,1.0,1,62.63287671
C,F,N,N,0.0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323.0,-1346.0,1,0.0,0.0,3.0,0,25.54246575
0,F,N,N,0.0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323.0,-1346.0,1,0.0,0.0,3.0,0,25.54246575
X,F,N,N,0.0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323.0,-1346.0,1,0.0,0.0,3.0,0,25.54246575
C,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Separated,With parents,-8983.0,-1405.0,1,0.0,0.0,17.0,0,24.6109589
1,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Separated,With parents,-8983.0,-1405.0,1,0.0,0.0,17.0,0,24.6109589
0,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Separated,With parents,-8983.0,-1405.0,1,0.0,0.0,17.0,0,24.6109589
X,F,Y,Y,0.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18744.0,-2988.0,1,0.0,0.0,12.0,0,51.35342466
0,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15292.0,-3323.0,1,0.0,0.0,8.0,0,41.89589041
C,F,Y,N,0.0,31531.5,Pensioner,Secondary / secondary special,Married,House / apartment,-22104.0,3860.5,1,0.0,0.0,1.0,1,60.55890411
X,F,Y,N,0.0,31531.5,Pensioner,Secondary / secondary special,Married,House / apartment,-22104.0,3860.5,1,0.0,0.0,1.0,1,60.55890411
0,F,Y,N,0.0,31531.5,Pensioner,Secondary / secondary special,Married,House / apartment,-22104.0,3860.5,1,0.0,0.0,1.0,1,60.55890411
0,F,N,Y,1.0,117000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-10278.0,-1619.0,1,0.0,0.0,14.0,0,28.15890411
C,F,N,Y,1.0,117000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-10278.0,-1619.0,1,0.0,0.0,14.0,0,28.15890411
X,F,N,Y,1.0,117000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-10278.0,-1619.0,1,0.0,0.0,14.0,0,28.15890411
C,M,N,Y,0.0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995.0,-401.0,1,0.0,0.0,3.0,0,43.82191781
0,M,N,Y,0.0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995.0,-401.0,1,0.0,0.0,3.0,0,43.82191781
X,M,N,Y,0.0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995.0,-401.0,1,0.0,0.0,3.0,0,43.82191781
C,M,Y,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22044.0,3860.5,1,0.0,0.0,1.0,1,60.39452055
0,M,Y,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22044.0,3860.5,1,0.0,0.0,1.0,1,60.39452055
X,F,Y,Y,2.0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439.0,-6094.0,1,0.0,0.0,3.0,0,39.55890411
C,F,Y,Y,2.0,94500.0,State servant,Secondary / secondary special,Married,House / apartment,-14154.0,-6610.0,1,0.0,0.0,8.0,0,38.77808219
0,F,Y,Y,2.0,94500.0,State servant,Secondary / secondary special,Married,House / apartment,-14154.0,-6610.0,1,0.0,0.0,8.0,0,38.77808219
X,F,Y,N,2.5,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12102.0,-1346.0,1,0.0,0.0,14.0,0,33.15616438
X,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21256.0,3860.5,1,0.0,0.0,1.0,1,58.23561644
C,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21256.0,3860.5,1,0.0,0.0,1.0,1,58.23561644
1,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21256.0,3860.5,1,0.0,0.0,1.0,1,58.23561644
0,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21256.0,3860.5,1,0.0,0.0,1.0,1,58.23561644
2,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21256.0,3860.5,1,0.0,0.0,1.0,1,58.23561644
X,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23269.0,3860.5,1,0.0,0.0,1.0,1,63.75068493
1,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23269.0,3860.5,1,0.0,0.0,1.0,1,63.75068493
C,M,Y,Y,0.0,135000.0,Working,Incomplete higher,Married,House / apartment,-9746.0,-250.0,1,0.0,0.0,14.0,0,26.70136986
0,M,Y,Y,0.0,135000.0,Working,Incomplete higher,Married,House / apartment,-9746.0,-250.0,1,0.0,0.0,14.0,0,26.70136986
C,F,Y,Y,0.0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14649.0,-3141.0,1,0.0,0.0,14.0,0,40.13424658
0,F,Y,Y,0.0,166500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14649.0,-3141.0,1,0.0,0.0,14.0,0,40.13424658
X,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110.0,-401.0,1,0.0,0.0,2.0,0,44.1369863
0,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110.0,-401.0,1,0.0,0.0,2.0,0,44.1369863
C,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110.0,-401.0,1,0.0,0.0,2.0,0,44.1369863
1,F,N,Y,0.0,225000.0,Working,Secondary / secondary special,Married,With parents,-16110.0,-401.0,1,0.0,0.0,2.0,0,44.1369863
X,F,N,Y,0.0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14010.0,-3050.0,1,0.0,0.0,12.0,0,38.38356164
C,F,N,N,0.0,99000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21830.0,3860.5,1,0.0,0.0,1.0,1,59.80821918
0,F,N,N,0.0,99000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21830.0,3860.5,1,0.0,0.0,1.0,1,59.80821918
X,F,N,N,0.0,99000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21830.0,3860.5,1,0.0,0.0,1.0,1,59.80821918
0,M,N,Y,0.0,135000.0,Working,Higher education,Married,With parents,-14734.0,-3172.0,1,0.0,0.0,8.0,0,40.36712329
C,M,N,Y,0.0,135000.0,Working,Higher education,Married,With parents,-14734.0,-3172.0,1,0.0,0.0,8.0,0,40.36712329
X,M,N,Y,0.0,135000.0,Working,Higher education,Married,With parents,-14734.0,-3172.0,1,0.0,0.0,8.0,0,40.36712329
C,F,N,Y,0.0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21371.0,3860.5,1,0.0,0.0,1.0,1,58.55068493
0,F,N,Y,0.0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21371.0,3860.5,1,0.0,0.0,1.0,1,58.55068493
X,F,N,Y,0.0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21371.0,3860.5,1,0.0,0.0,1.0,1,58.55068493
X,F,N,Y,0.0,225000.0,Pensioner,Higher education,Married,House / apartment,-23602.0,3860.5,1,0.0,0.0,1.0,1,64.6630137
C,F,Y,Y,2.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337.0,1,0.0,0.0,11.0,0,37.21643836
0,F,Y,Y,2.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337.0,1,0.0,0.0,11.0,0,37.21643836
X,F,Y,Y,2.0,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337.0,1,0.0,0.0,11.0,0,37.21643836
0,F,Y,Y,2.0,225000.0,State servant,Incomplete higher,Married,House / apartment,-14653.0,-7583.5,1,0.0,0.0,6.0,0,40.14520548
X,F,Y,Y,2.0,225000.0,State servant,Incomplete higher,Married,House / apartment,-14653.0,-7583.5,1,0.0,0.0,6.0,0,40.14520548
C,F,Y,Y,2.0,225000.0,State servant,Incomplete higher,Married,House / apartment,-14653.0,-7583.5,1,0.0,0.0,6.0,0,40.14520548
2,F,Y,Y,2.0,225000.0,State servant,Incomplete higher,Married,House / apartment,-14653.0,-7583.5,1,0.0,0.0,6.0,0,40.14520548
C,F,N,Y,0.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10924.0,-97.0,1,0.0,0.0,1.0,0,29.92876712
0,F,N,Y,0.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10924.0,-97.0,1,0.0,0.0,1.0,0,29.92876712
C,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23421.0,3860.5,1,0.0,0.0,1.0,1,64.16712329
0,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23421.0,3860.5,1,0.0,0.0,1.0,1,64.16712329
1,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23421.0,3860.5,1,0.0,0.0,1.0,1,64.16712329
X,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23421.0,3860.5,1,0.0,0.0,1.0,1,64.16712329
0,F,N,Y,0.0,121500.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-12017.0,-1711.0,1,0.0,0.0,14.0,0,32.92328767
C,F,Y,N,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21720.0,3860.5,1,0.0,0.0,1.0,1,59.50684932
C,F,N,Y,0.0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10252.0,-1374.0,1,0.0,0.0,14.0,0,28.08767123
X,F,N,Y,0.0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10252.0,-1374.0,1,0.0,0.0,14.0,0,28.08767123
0,F,N,Y,0.0,99000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10252.0,-1374.0,1,0.0,0.0,14.0,0,28.08767123
X,F,Y,N,1.0,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14019.0,-3902.0,1,0.0,0.0,14.0,0,38.40821918
0,F,Y,N,1.0,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14019.0,-3902.0,1,0.0,0.0,14.0,0,38.40821918
C,F,Y,N,1.0,166500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14019.0,-3902.0,1,0.0,0.0,14.0,0,38.40821918
X,F,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15919.0,-2104.0,1,0.0,0.0,3.0,0,43.61369863
0,F,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15919.0,-2104.0,1,0.0,0.0,3.0,0,43.61369863
C,F,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15919.0,-2104.0,1,0.0,0.0,3.0,0,43.61369863
1,F,Y,Y,0.0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15919.0,-2104.0,1,0.0,0.0,3.0,0,43.61369863
0,F,N,Y,0.0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23789.0,3860.5,1,0.0,0.0,1.0,1,65.17534247
C,F,N,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23304.0,3860.5,1,0.0,0.0,1.0,1,63.84657534
0,F,N,Y,0.0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23304.0,3860.5,1,0.0,0.0,1.0,1,63.84657534
X,F,Y,Y,0.0,126000.0,Pensioner,Lower secondary,Widow,House / apartment,-19701.0,3860.5,1,0.0,0.0,1.0,1,53.97534247
C,F,Y,Y,1.0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14770.0,-219.0,1,0.0,0.0,3.0,0,40.46575342
X,F,Y,Y,1.0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14770.0,-219.0,1,0.0,0.0,3.0,0,40.46575342
0,F,Y,Y,1.0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14770.0,-219.0,1,0.0,0.0,3.0,0,40.46575342
X,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20463.0,-2319.0,1,0.0,0.0,1.0,0,56.0630137
0,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20463.0,-2319.0,1,0.0,0.0,1.0,0,56.0630137
C,F,N,Y,0.0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20463.0,-2319.0,1,0.0,0.0,1.0,0,56.0630137
C,F,Y,N,0.0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20929.0,3860.5,1,0.0,0.0,1.0,1,57.33972603
1,F,Y,N,0.0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20929.0,3860.5,1,0.0,0.0,1.0,1,57.33972603
0,M,N,Y,0.0,202500.0,Working,Higher education,Married,With parents,-9672.0,-2654.0,1,0.0,0.0,4.0,0,26.49863014
C,M,N,Y,0.0,202500.0,Working,Higher education,Married,With parents,-9672.0,-2654.0,1,0.0,0.0,4.0,0,26.49863014
1,M,N,Y,0.0,202500.0,Working,Higher education,Married,With parents,-9672.0,-2654.0,1,0.0,0.0,4.0,0,26.49863014
X,M,N,Y,0.0,202500.0,Working,Higher education,Married,With parents,-9672.0,-2654.0,1,0.0,0.0,4.0,0,26.49863014
